IOST,IOST,$0.008389
Telcoin,TEL,$0.00229
LINK,LN,$23.42
Threshold,T,$0.018
Safe,SAFE,$7.00
Siacoin,SC,$0.002769
Celsius,CEL,$0.5864
Amp,AMP,$0.003365
Audius,AUDIO,$0.1551
DigiByte,DGB,$0.008962
Flux,FLUX,$0.4897
APENFT,NFT,$0.0000004885
Horizen,ZEN,$10.29
Krypton DAO,KRD,$1.28
Ribbon Finance,RBN,$0.2649
BORA,BORA,$0.1425
Storj,STORJ,$0.3289
STASIS EURO,EURS,$1.06
ABBC Coin,ABBC,$0.1248
Bone ShibaSwap,BONE,$0.8093
MAGIC,MAGIC,$0.6215
WAX,WAXP,$0.05631
Render Token,RNDR,$0.5079
Merit Circle,MC,$0.3897
SXP,SXP,$0.2386
Braintrust,BTRST,$0.9297
ZEON,ZEON,$0.002784
Baby Doge Coin,BabyDoge,$0.000000001025
Injective,INJ,$1.64
UMA,UMA,$1.69
Secret,SCRT,$0.695
ConstitutionDAO,PEOPLE,$0.02218
Energy Web Token,EWT,$3.64
ssv.network,SSV,$11.02
Decentral Games [Old],DG,$318.84
dYdX,DYDX,$1.70
PlayDapp,PLA,$0.2046
Ocean Protocol,OCEAN,$0.1782
PlatonCoin,PLTC,$0.9302
WEMIX,WEMIX,$0.4373
Smooth Love Potion,SLP,$0.002482
Venus USDC,vUSDC,$0.02175
Veritaseum,VERI,$47.85
Lisk,LSK,$0.8161
Creditcoin,CTC,$0.4963
VVS Finance,VVS,$0.000003408
Kyber Network Crystal v2,KNC,$0.6288
Nano,XNO,$0.7714
Pundi X (New),PUNDIX,$0.3917
MXC,MXC,$0.03972
USDX [Kava],USDX,$0.8903
SKALE Network,SKL,$0.02481
Civic,CVC,$0.09643
iExec RLC,RLC,$1.23
Tribe,TRIBE,$0.2203
Voyager Token,VGX,$0.331
Hooked Protocol,HOOK,$1.90
MediBloc,MED,$0.01426
Kaspa,KAS,$0.005977
Aragon,ANT,$2.18
Request,REQ,$0.09078
Frax Share,FXS,$5.54
DeXe,DEXE,$2.39
Vulcan Forged PYR,PYR,$3.23
Ren,REN,$0.08782
LUKSO,LYXe,$5.55
Illuvium,ILV,$45.84
Chromia,CHR,$0.1261
WINkLink,WIN,$0.00008782
Celer Network,CELR,$0.01211
Ontology Gas,ONG,$0.2575
OriginTrail,TRAC,$0.2254
Ergo,ERG,$1.40
MobileCoin,MOB,$1.08
Nervos Network,CKB,$0.002472
Decentralized Social,DESO,$9.15
Synapse,SYN,$0.5761
MX TOKEN,MX,$0.7981
MVL,MVL,$0.003569
DAO Maker,DAO,$0.8648
Numeraire,NMR,$13.86
LooksRare,LOOKS,$0.1667
Status,SNT,$0.02314
MetisDAO,METIS,$18.28
Persistence,XPRT,$0.5681
AVINOC,AVINOC,$0.1871
API3,API3,$1.39
Cartesi,CTSI,$0.1183
Mdex,MDX,$0.08133
Anyswap,ANY,$4.01
COTI,COTI,$0.06956
Syscoin,SYS,$0.1117
Acala Token,ACA,$0.1318
Keep Network,KEEP,$0.08638
Prometeus,PROM,$4.52
dKargo,DKA,$0.03083
CEEK VR,CEEK,$0.09213
Biconomy,BICO,$0.3062
MOBOX,MBOX,$0.4376
Function X,FX,$0.1798
Fetch.ai,FET,$0.1016
Pirate Chain,ARRR,$0.3741
Multichain,MULTI,$4.08
Steem,STEEM,$0.1718
Ardor,ARDR,$0.07424
Centrifuge,CFG,$0.2013
Hashflow,HFT,$0.429
aelf,ELF,$0.1376
HI,HI,$0.02486
ZB Token,ZB,$0.1535
NuCypher,NU,$0.1016
Radicle,RAD,$1.54
FUNToken,FUN,$0.00643
 Alpha Venture DAO,ALPHA,$0.09635
Powerledger,POWR,$0.1483
Biswap,BSW,$0.1979
Orbs,ORBS,$0.02419
Dent,DENT,$0.0006992
Humanscape,HUM,$0.07886
Everipedia,IQ,$0.005645
NEST Protocol,NEST,$0.02325
RAMP,RAMP,$0.1438
Radio Caca,RACA,$0.0002039
Band Protocol,BAND,$1.95
Stratis,STRAX,$0.4745
Hifi Finance,MFT,$0.006686
CertiK,CTK,$0.756
Spell Token,SPELL,$0.0006305
Bifrost (BFC),BFC,$0.06021
Polymesh,POLYX,$0.1644
MiL.k,MLK,$0.2561
Phala Network,PHA,$0.1405
Ultra,UOS,$0.2084
Datum,DAT,$0.087
renBTC,RENBTC,$17629.57
Loom Network,LOOM,$0.04818
Reef,REEF,$0.003081
Star Atlas DAO,POLIS,$0.3995
Wrapped Everscale,WEVER,$0.03535
Sologenic,SOLO,$0.1516
WazirX,WRX,$0.1568
RSK Smart Bitcoin,RBTC,$17443.07
Bancor,BNT,$0.3722
Everscale,EVER,$0.03447
cVault.finance,CORE,$5913.75
Augur,REP,$5.47
XYO,XYO,$0.004924
Venus BUSD,vBUSD,$0.02176
SingularityNET,AGIX,$0.05135
LeverFi,LEVER,$0.004146
Volt Inu V2,VOLT,$0.000001053
Serum,SRM,$0.2208
NKN,NKN,$0.0837
MaidSafeCoin,MAID,$0.1214
Ampleforth,AMPL,$1.23
World Mobile Token,WMT,$0.1759
Vai,VAI,$0.9778
RichQUACK.com,QUACK,$0.000000001275
Morpheus.Network,MNW,$1.19
Velas,VLX,$0.02321
Orchid,OXT,$0.08247
Orbit Chain,ORC,$0.08856
inSure DeFi,SURE,$0.00205
Conflux,CFX,$0.02621
QuarkChain,QKC,$0.008547
Constellation,DAG,$0.0428
Liquity,LQTY,$0.5997
JOE,JOE,$0.1679
Wrapped Velas,WVLX,$0.02336
Rakon,RKN,$0.2169
Stargate Finance,STG,$0.384
Origin Protocol,OGN,$0.105
ASD,ASD,$0.07825
Origin Dollar,OUSD,$0.9977
DFI.Money,YFII,$1322.31
Axelar,AXL,$0.5549
Alien Worlds,TLM,$0.01533
Ampleforth Governance Token,FORTH,$3.42
XSGD,XSGD,$0.7374
Revain,REV,$0.0005918
Standard Tokenization Protocol,STPT,$0.03037
Dero,DERO,$3.85
Venus,XVS,$4.22
Sun (New),SUN,$0.005552
Clash of Lilliput,COL,$0.6
Coin98,C98,$0.2337
Metal,MTL,$0.7369
GlitzKoin,GTN,$0.1979
StormX,STMX,$0.004892
Project Galaxy,GAL,$1.46
Chainbing,CBG,$1.45
RSK Infrastructure Framework,RIF,$0.05081
DODO,DODO,$0.1144
Chrono.tech,TIME,$65.36
Dawn Protocol,DAWN,$0.6275
Uquid Coin,UQC,$4.65
Utrust,UTK,$0.09302
VeThor Token,VTHO,$0.001053
Mines of Dalarnia,DAR,$0.1526
Aergo,AERGO,$0.1094
Efinity Token,EFI,$0.08319
AXEL,AXEL,$0.1616
Seedify.fund,SFUND,$1.01
Minted,MTD,$0.3077
Aavegotchi,GHST,$1.05
Saitama V2,SAITAMA,$0.001168
ONUS,ONUS,$0.4672
Adshares,ADS,$1.32
Divi,DIVI,$0.01388
MARBLEX,MBX,$1.23
Beta Finance,BETA,$0.07165
Alchemy Pay,ACH,$0.008915
Moonriver,MOVR,$7.72
Verge,XVG,$0.00265
H2O Dao,H2O,$0.1937
Ark,ARK,$0.3354
Celo Dollar,CUSD,$0.9928
WhiteCoin,XWC,$0.05705
MovieBloc,MBL,$0.002844
Battle World,BWO,$0.6849
Badger DAO,BADGER,$2.56
SOMESING,SSX,$0.01554
Enzyme,MLN,$21.29
Marlin,POND,$0.008408
mStable USD,MUSD,$0.9946
Wirex Token,WXT,$0.004085
RSS3,RSS3,$0.1167
Perpetual Protocol,PERP,$0.4658
S.S. Lazio Fan Token,LAZIO,$4.58
Telos,TLOS,$0.1466
Electroneum,ETN,$0.002207
Aurora,AURORA,$0.3583
Metadium,META,$0.02336
MyNeighborAlice,ALICE,$1.30
SuperFarm,SUPER,$0.09662
Strike,STRK,$10.96
DeFi Pulse Index,DPI,$67.79
Automata Network,ATA,$0.1137
Yield Guild Games,YGG,$0.2136
Bitcoin Standard Hashrate Token,BTCST,$3.05
Qcash,QC,$0.08115
BarnBridge,BOND,$3.84
ThunderCore,TT,$0.003701
sUSD,SUSD,$0.9954
Bloktopia,BLOK,$0.002114
Polkastarter,POLS,$0.3836
Dusk Network,DUSK,$0.08901
PlatON,LAT,$0.01154
HedgeTrade,HEDG,$0.1049
ankrETH,aETHc,$1243.23
smARTOFGIVING,AOG,$0.4922
ARPA Chain,ARPA,$0.03099
Celo Euro,CEUR,$1.06
Meter Governance,MTRG,$2.15
HUSD,HUSD,$0.1607
Rally,RLY,$0.01001
Alpaca Finance,ALPACA,$0.2523
CONUN,CON,$0.01222
Terran Coin,TRR,$1.48
XCAD Network,XCAD,$1.02
Boba Network,BOBA,$0.2068
UFO Gaming,UFO,$0.000001333
NvirWorld,NVIR,$0.03671
Gods Unchained,GODS,$0.2317
CoinEx Token,CET,$0.04819
Metacraft,MCT,$0.6453
Toko Token,TKO,$0.3116
SuperRare,RARE,$0.1116
BNBPay,BPAY,$0.005494
Cortex,CTXC,$0.1615
Tellor,TRB,$14.17
Wanchain,WAN,$0.1677
Venus USDT,vUSDT,$0.02189
BakeryToken,BAKE,$0.1703
Propy,PRO,$0.3907
Freeway Token,FWT,$0.003223
Vega Protocol,VEGA,$0.873
CargoX,CXO,$0.189
Keep3rV1,KP3R,$76.33
LTO Network,LTO,$0.07767
Terra Virtua Kolect,TVK,$0.0357
Neblio,NEBL,$1.58
IDEX,IDEX,$0.04711
Litentry,LIT,$0.8051
EFFORCE,WOZX,$0.06048
League of Kingdoms Arena,LOKA,$0.4229
Travala.com,AVA,$0.587
Defigram,DFG,$3.05
TrueFi,TRU,$0.03438
Orion Protocol,ORN,$0.898
Aeternity,AE,$0.08302
Forta,FORT,$0.1538
Locus Chain,LOCUS,$0.03427
Star Atlas,ATLAS,$0.003054
Raydium,RAY,$0.1804
Klever,KLV,$0.003325
ICHI,ICHI,$4.94
Ethernity Chain,ERN,$1.96
Wrapped NXM,WNXM,$10.26
Verasity,VRA,$0.003049
Bounce Finance Governance Token,AUCTION,$4.78
Cobak Token,CBK,$0.5613
e-Radix,EXRD,$0.03935
Reserve,RSV,$0.9983
GameFi,GAFI,$5.60
Beefy Finance,BIFI,$368.24
Starlink,STARL,$0.000002873
Santos FC Fan Token,SANTOS,$6.27
USDK,USDK,$0.9992
HUNT,HUNT,$0.2577
Rarible,RARI,$2.11
Flamingo,FLM,$0.0908
Wrapped KardiaChain,WKAI,$0.006418
Alpine F1 Team Fan Token,ALPINE,$2.48
TomoChain,TOMO,$0.3082
YooShi,YOOSHI,$0.0000000755
Hillstone,HSF,$0.9379
Linear,LINA,$0.006196
DIA,DIA,$0.3161
AIOZ Network,AIOZ,$0.04507
Groestlcoin,GRS,$0.3433
KardiaChain,KAI,$0.006307
Komodo,KMD,$0.2071
Metars Genesis,MRS,$1.56
RAI Finance,SOFI,$0.09806
BitShares,BTS,$0.009169
Alchemix,ALCX,$16.81
Sweat Economy,SWEAT,$0.01319
Euro Coin,EUROC,$1.06
Carry,CRE,$0.003064
Ultiledger,ULT,$0.009507
VerusCoin,VRSC,$0.3396
Ferro,FER,$0.03464
Hxro,HXRO,$0.05689
Splintershards,SPS,$0.03137
DXdao,DXD,$534.78
Clover Finance,CLV,$0.0595
Paris Saint-Germain Fan Token,PSG,$6.84
QuickSwap,QUICK,$51.73
Steem Dollars,SBD,$2.21
FC Porto Fan Token,PORTO,$3.33
Proton,XPR,$0.001869
CoinPoker,CHP,$0.09339
Tokenlon Network Token,LON,$0.5768
SONM (BEP-20),SNM,$0.571
NULS,NULS,$0.2104
GXChain,GXC,$0.3383
LCX,LCX,$0.03308
Astrafer,ASTRAFER,$1.79
Phoenix Global (new),PHB,$0.6744
Choise.com,CHO,$0.93
Kunci Coin,KUNCI,$0.02035
Refereum,RFR,$0.005027
Cult DAO,CULT,$0.000005791
Covalent,CQT,$0.104
Qredo,QRDO,$0.1179
Bitcoin Diamond,BCD,$0.1316
VIDT DAO,VIDT,$0.03172
Bytom,BTM,$0.01372
TROY,TROY,$0.002719
MonaCoin,MONA,$0.3644
Moss Coin,MOC,$0.06327
Swarm,BZZ,$0.4928
XMON,XMON,$16963.79
FirmaChain,FCT,FCT2,$0.04084
TokenPocket,TPT,$0.006761
Cream Finance,CREAM,$12.63
Akash Network,AKT,$0.2111
Boson Protocol,BOSON,$0.2254
Mint Marble,MIM,$0.6885
BENQI,QI,$0.007394
Sentinel Protocol,UPP,$0.05031
Bankera,BNK,$0.0009311
1eco,1ECO,$0.867
REI Network,REI,$0.02431
Harvest Finance,FARM,$34.71
Venus ETH,vETH,$11.33
DEAPcoin,DEP,$0.00318
FIO Protocol,FIO,$0.03168
GMT Token,GMT,$0.4033
Gitcoin,GTC,$1.64
Gas,GAS,$2.32
Bella Protocol,BEL,$0.467
Unifi Protocol DAO,UNFI,$4.63
Elitium,EUM,$0.8008
VITE,VITE,$0.0235
Aragon Court,ANJ,$0.1722
Ellipsis,EPS,$0.0305
Alpha Quark Token,AQT,$0.8299
Wilder World,WILD,$0.2306
StreamCoin,STRM,$0.01553
Unibright,UBT,$0.1456
CoinLoan,CLT,$11.12
Bluzelle,BLZ,$0.06436
Firo,FIRO,$1.80
Mango,MNGO,$0.02123
Saito,SAITO,$0.01989
Kava Lend,HARD,$0.1553
Ellipsis,EPX,$0.0003481
Guild of Guardians,GOG,$0.0671
Router Protocol,ROUTE,$2.14
Contentos,COS,$0.005024
Fruits,FRTS,$0.000954
Elastos,ELA,$0.9984
IRISnet,IRIS,$0.01441
Adventure Gold,AGLD,$0.2932
TerraClassicKRW,KRTC,$0.0005194
FC Barcelona Fan Token,BAR,$3.75
GYEN,GYEN,$0.007273
ONBUFF,ONIT,$0.02519
Streamr,DATA,$0.0254
MEVerse,MEV,$0.01183
Chimpion,BNANA,$0.6237
Hermez Network,HEZ,$4.09
Burger Swap,BURGER,$0.5829
dForce,DF,$0.04397
Argentine Football Association Fan Token,ARG,$5.44
Kin,KIN,$0.000009199
Ambire AdEx,ADX,$0.1315
TrustSwap,SWAP,$0.1885
MANTRA,OM,$0.03271
Tranchess,CHESS,$0.1973
Venus XVS,vXVS,$0.0831
Wing Finance,WING,$6.15
Bitcicoin,BITCI,$0.002405
Nestree,EGG,$0.006929
Metahero,HERO,$0.003719
CENNZnet,CENNZ,$0.01543
Manchester City Fan Token,CITY,$4.20
Syntropy,NOIA,$0.02858
Selfkey,KEY,$0.003422
Aleph.im,ALEPH,$0.07327
RMRK,RMRK,$1.89
Fusion,FSN,$0.2406
AhaToken,AHT,$0.005153
Voxies,VOXEL,$0.1958
Gifto,GTO,$0.01729
StaFi,FIS,$0.2853
Frontier,FRONT,$0.1913
Phantasma,SOUL,$0.1571
Maple,MPL,$3.92
Goldfinch,GFI,$0.5818
KILT Protocol,KILT,$0.337
MAP Protocol,MAP,$0.008008
Waltonchain,WTC,$0.2102
Aion,AION,$0.03325
Student Coin,STC,$0.003139
LATOKEN,LA,$0.04372
Pitbull,PIT,$0.00000000041
Prosper,PROS,$0.579
Particl,PART,$1.29
Ondori,RSTR,$0.0004353
AirSwap,AST,$0.09349
Circuits of Value,COVAL,$0.009114
Petals,PTS,$0.001673
BitMart Token,BMX,$0.0928
Ambrosus,AMB,$0.01306
Tokemak,TOKE,$0.9712
Viberate,VIB,$0.07868
Alethea Artificial Liquid Intelligence Token,ALI,$0.01039
YIELD App,YLD,$0.07779
Pluton,PLU,$8.46
Beam,BEAM,$0.1206
AMO Coin,AMO,$0.0008202
Measurable Data Token,MDT,$0.02346
Karura,KAR,$0.2069
Anchor Protocol,ANC,$0.04516
PIVX,PIVX,$0.2232
Energi,NRG,$0.2606
Dego Finance,DEGO,$1.78
Decentral Games,DG,$0.02536
Bonfida,FIDA,$0.3412
Kleros,PNK,$0.02205
Ooki Protocol,OOKI,$0.00354
DeversiFi,DVF,$0.6158
Dora Factory,DORA,$3.23
Presearch,PRE,$0.03694
HyperDAO,HDAO,$0.0043
Metronome,MET,$1.05
DEXTools,DEXT,$0.1503
Maro,MARO,$0.01934
Highstreet,HIGH,$1.20
BIDR,BIDR,$0.0000639
Obyte,GBYTE,$17.15
Assemble Protocol,ASM,$0.01189
Namecoin,NMC,$0.9736
RIZON,ATOLO,$0.007386
apM Coin,APM,$0.0166
Vectorspace AI,VXV,$0.3008
Drep [new],DREP,$0.2883
KOK,KOK,$0.129
bZx Protocol,BZRX,$0.02548
OAX,OAX,$0.1828
Visor.Finance,VISR,$0.4542
Samoyedcoin,SAMO,$0.003664
Handshake,HNS,$0.02456
PARSIQ,PRQ,$0.0813
Hathor,HTR,$0.05488
Super Zero Protocol,SERO,$0.03516
DxChain Token,DX,$0.0002634
Spiking,SPIKE,$0.02966
DeRace,DERC,$0.1672
Clearpool,CPOOL,$0.04
Hydra,HYDRA,$1.50
Dock,DOCK,$0.01584
Auto,AUTO,$250.81
DAD,DAD,$0.02411
MixMarvel,MIX,$0.002745
Fountain,FTN,$0.144
Green Satoshi Token,GST,$0.02193
ApolloX,APX,$0.03012
Wabi,WABI,$0.1295
MILC Platform,MLT,$0.09897
Haven Protocol,XHV,$0.432
SpookySwap,BOO,$1.30
ApeSwap,BANANA,$0.05779
Zebec Protocol,ZBC,$0.01771
HOPR,HOPR,$0.05742
Valobit,VBIT,$0.009933
Zenon,ZNN,$1.87
Stratos,STOS,$0.5922
MATH,MATH,$0.1033
district0x,DNT,$0.01774
Shapeshift FOX Token,FOX,$0.03106
Akropolis,AKRO,$0.002823
0Chain,ZCN,$0.2328
MimbleWimbleCoin,MWC,$1.06
SingularityDAO,SDAO,$0.2044
Polkadex,PDEX,$1.54
Alitas,ALT,$0.1921
Cratos,CRTS,$0.0002172
Aurox,URUS,$21.87
Galaxy Heroes Coin,GHC,$0.00000001135
AllianceBlock,ALBT,$0.04835
PolySwarm,NCT,$0.007375
Apollo Currency,APL,$0.0005335
Shiden Network,SDN,$0.3848
SOLVE,SOLVE,$0.02333
Nimiq,NIM,$0.001102
SIX,SIX,$0.04048
BOSAGORA,BOA,$0.03544
GALAXIA,GXA,$0.005897
DerivaDAO,DDX,$0.4087
Oxen,OXEN,$0.1792
QLC Chain,QLC,$0.04665
OpenDAO,SOS,$0.0000001095
Peercoin,PPC,$0.3887
KeeperDAO,ROOK,$17.62
Tectonic,TONIC,$0.00000009533
Hegic,HEGIC,$0.01519
Gelato,GEL,$0.1687
BitKan,KAN,$0.0011
AC Milan Fan Token,ACM,$2.56
BabySwap,BABY,$0.03064
ForTube,FOR,$0.01619
Kryll,KRL,$0.2834
EverRise,RISE,$0.0001621
Carbon Protocol,$swth,$0.006747
WeWay,WWY,$0.01293
Somnium Space Cubes,CUBE,$0.8011
Juventus Fan Token,JUV,$3.01
Arcblock,ABT,$0.1061
Bithao,BHAO,$0.1871
TE-FOOD,TONE,$0.01715
Shiba Predator,QOM,$0.00000001689
BTSE,BTSE,$2.26
Solend,SLND,$0.3213
Rai Reflex Index,RAI,$2.82
Vertcoin,VTC,$0.1508
SENSO,SENSO,$0.1409
Deeper Network,DPR,$0.006721
UniLend,UFT,$0.3169
Pendle,PENDLE,$0.05243
Callisto Network,CLO,$0.003159
Invictus Hyperion Fund,IHF,$0.08501
Pintu Token,PTU,$0.419
MagicCraft,MCRT,$0.005059
Mirror Protocol,MIR,$0.1266
WaykiChain,WICC,$0.04582
Bitball Treasure,BTRS,$21.42
pNetwork,PNT,$0.1479
PowerPool,CVP,$0.3427
Sperax,SPA,$0.006018
Meta Apes,PEEL,$0.0623
ZKSwap,ZKS,$0.04713
Dvision Network,DVI,$0.01769
Hoge Finance,HOGE,$0.00002268
Quantstamp,QSP,$0.01271
PolkaFoundry,PKF,$0.08008
Bitcoin 2,BTC2,$0.505
MileVerse,MVC,$0.003676
Mancium,MANC,$0.9056
SUKU,SUKU,$0.0503
Advanced Technology Coin,ARC,$0.3001
Adappter Token,ADP,$0.007856
Ethereum Push Notification Service,PUSH,$0.2714
ReddCoin,RDD,$0.0002901
DigitalBits,XDB,$0.002841
XeniosCoin,XNC,$0.1141
NFTX,NFTX,$14.29
HAPI Protocol,HAPI,$12.04
Mithril,MITH,$0.008557
Bloomzed Loyalty Club Ticket,BLCT,$0.2242
Rupiah Token,IDRT,$0.00006373
Offshift,XFT,$1.26
Newscrypto,NWC,$0.0566
King DAG,KDAG,$0.1549
Hiblocks,HIBS,$0.0008464
Electric Vehicle Zone,EVZ,$0.01896
Civilization,CIV,$0.02776
Arsenal Fan Token,AFC,$1.76
Pallapay,PALLA,$0.01109
GoChain,GO,$0.006867
Buying.com,BUY,$0.02476
Lossless,LSS,$0.1467
Wrapped NCG (Nine Chronicles Gold),WNCG,$0.06829
Quantum Resistant Ledger,QRL,$0.1067
Atomic Wallet Coin,AWC,$0.7637
Lattice Token,LTX,$0.2825
PERL.eco,PERL,$0.01642
BASIC,BASIC,$0.001075
Position Exchange,POSI,$0.1003
Counterparty,XCP,$3.05
Unisocks,SOCKS,$26393.66
Global Coin Research,GCR,$1.99
Aventus,AVT,$1.33
Insights Network,INSTAR,$0.04007
Findora,FRA,$0.001703
GET Protocol,GET,$0.6954
Innovative Bioresearch Coin,INNBC,$0.000006362
VIMworld,VEED,$0.001395
SHPING,SHPING,$0.004347
CUDOS,CUDOS,$0.002317
UniCrypt,UNCX,$237.67
Receive Access Ecosystem,RAE,$1.10
Diamond,DMD,$2.06
Pepe Cash,PEPECASH,$0.01094
Galatasaray Fan Token,GAL,$1.87
Across Protocol,ACX,$0.05519
1irstcoin,FST,$0.1558
PRIZM,PZM,$0.00237
The Transfer Token,TTT,$0.0651
TitanSwap,TITAN,$0.08179
Grid+,GRID,$0.192
WHALE,WHALE,$0.825
Cryptex Finance,CTX,$2.07
Atletico De Madrid Fan Token,ATM,$2.72
Hacken Token,HAI,$0.01573
Electra Protocol,XEP,$0.0004283
ETHAX,ETHAX,$0.04115
Marinade Staked SOL,MSOL,$15.23
BSCPAD,BSCPAD,$0.09186
BitForex Token,BF,$0.001698
Chainge,CHNG,$0.06507
Bonded Finance,BOND,$0.01882
Dacxi,DACXI,$0.002037
MCDEX Token,MCB,$3.90
GoCrypto Token,GOC,$0.02942
OVR,OVR,$0.354
Jupiter,JUP,$0.006929
Neutrino Token,NSBT,$2.52
GAMEE,GMEE,$0.006649
HELLO,$HELLO,$0.0001308
RFOX,RFOX,$0.005344
Inter Milan Fan Token,INTER,$2.11
Rari Governance Token,RGT,$0.5685
Inflation Hedging Coin,IHC,$0.0000578
Cere Network,CERE,$0.004303
Era Swap,ES,$0.004242
Gari Network,GARI,$0.0339
